,Unnamed: 0,DBuid/IDidu, DBpop2016/IDpop2016, DBtdwell2016/IDtlog2016, DBurdwell2016/IDrh2016, DBarea2016/IDsup2016, DBir2016/IDri2016, DAuid/ADidu, DArplamx/ADlamx, DArplamy/ADlamy, DArplat/Adlat, DArplong/ADlong, PRuid/PRidu, PRname/PRnom, PRename/PRanom, PRfname/PRfnom, PReabbr/PRaabbrev, PRfabbr/PRfabbrev, FEDuid/CEFidu, FEDname/CEFnom, ERuid/REidu, ERname/REnom, CDuid/DRidu, CDname/DRnom, CDtype/DRgenre, ADAuid/ADAidu, ADAcode, CSDuid/SDRidu, CSDname/SDRnom, CSDtype/SDRgenre, SACtype/CSSgenre, SACcode/CSScode, CCSuid/SRUidu, CCSname/SRUnom, DPLuid/LDidu, DPLname/LDnom, DPLtype/LDgenre, CMAPuid/RMRPidu, CMAuid/RMRidu, CMAname/RMRnom, CMAtype/RMRgenre, CTuid/SRidu, CTcode/SRcode, CTname/SRnom, POPCTRRAPuid/CTRPOPRRPidu, POPCTRRAuid/CTRPOPRRidu, POPCTRRAname/CTRPOPRRnom, POPCTRRAtype/CTRPOPRRgenre, POPCTRRAclass/CTRPOPRRclasse,hasCloseStop
885,449281,59153292003,189.0,89.0,79.0,0.0278,F,59153292,4020046.20717869,2000221.54768063,49.23136,-123.059879,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150111,111,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.02,633,14.02,590973,973,Vancouver,1,4,1
886,449282,59150442002,228.0,72.0,65.0,0.0345,F,59150442,4020735.509161,2000186.74365869,49.234005,-123.051296,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150106,106,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330017.01,4266,17.01,590973,973,Vancouver,1,4,1
894,449293,59150392004,171.0,58.0,52.0,0.0213,F,59150392,4018787.78254946,2000365.79136338,49.22717,-123.076066,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150103,103,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.01,2951,13.01,590973,973,Vancouver,1,4,1
900,449300,59150410003,344.0,132.0,118.0,0.0534,F,59150410,4019997.65193385,2002069.9548995,49.245828,-123.072435,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150094,94,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.01,4270,34.01,590973,973,Vancouver,1,4,1
902,449302,59150412002,92.0,39.0,34.0,0.0131,F,59150412,4019613.36201088,2002240.47596306,49.245552,-123.0782,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.02,2450,33.02,590973,973,Vancouver,1,4,1
905,449310,59153815001,173.0,68.0,62.0,0.0234,F,59153815,4019241.6466965,2002048.57565478,49.242452,-123.081463,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.01,2448,33.01,590973,973,Vancouver,1,4,1
911,449319,59150375005,64.0,19.0,18.0,0.0082,F,59150375,4019420.06213903,2002403.72496348,49.246028,-123.081601,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.01,2448,33.01,590973,973,Vancouver,1,4,1
912,449320,59150419001,144.0,63.0,57.0,0.0214,F,59150419,4019081.13955898,2002123.19827115,49.242364,-123.083893,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.01,2448,33.01,590973,973,Vancouver,1,4,1
918,449397,59151480004,129.0,52.0,45.0,0.02,F,59151480,4020949.69250935,1999781.45286948,49.231695,-123.046077,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150106,106,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330017.01,4266,17.01,590973,973,Vancouver,1,4,1
919,449398,59153287002,181.0,62.0,55.0,0.031,F,59153287,4019504.95360657,1999593.7526092,49.224082,-123.062376,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150121,121,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.01,620,14.01,590973,973,Vancouver,1,4,1
922,449402,59150419003,53.0,21.0,19.0,0.0358,F,59150419,4019081.13955898,2002123.19827115,49.242364,-123.083893,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.01,2448,33.01,590973,973,Vancouver,1,4,1
928,449409,59150412003,94.0,36.0,33.0,0.0133,F,59150412,4019613.36201088,2002240.47596306,49.245552,-123.0782,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.02,2450,33.02,590973,973,Vancouver,1,4,1
931,449414,59150410002,177.0,62.0,55.0,0.0213,F,59150410,4019997.65193385,2002069.9548995,49.245828,-123.072435,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150094,94,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.01,4270,34.01,590973,973,Vancouver,1,4,1
934,449418,59153815002,170.0,62.0,58.0,0.0204,F,59153815,4019241.6466965,2002048.57565478,49.242452,-123.081463,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.01,2448,33.01,590973,973,Vancouver,1,4,1
935,449419,59153818004,158.0,58.0,54.0,0.0231,F,59153818,4019790.21431014,2002350.61156546,49.247176,-123.076769,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.02,2450,33.02,590973,973,Vancouver,1,4,1
956,449450,59150420002,345.0,113.0,105.0,0.058,F,59150420,4020340.23872397,2002253.75724264,49.24874000000001,-123.069472,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150088,88,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.02,4271,34.02,590973,973,Vancouver,1,4,1
959,449454,59150412001,262.0,95.0,88.0,0.0326,F,59150412,4019613.36201088,2002240.47596306,49.245552,-123.0782,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150089,89,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330033.02,2450,33.02,590973,973,Vancouver,1,4,1
963,449460,59150420001,211.0,81.0,75.0,0.0281,F,59150420,4020340.23872397,2002253.75724264,49.24874000000001,-123.069472,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150088,88,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.02,4271,34.02,590973,973,Vancouver,1,4,1
979,449518,59153282003,223.0,82.0,77.0,0.0236,F,59153282,4019172.15815279,1999751.49176159,49.223923,-123.067431,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150121,121,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.01,620,14.01,590973,973,Vancouver,1,4,1
981,449521,59150468001,146.0,45.0,40.0,0.0176,F,59150468,4018667.91863844,1999675.32346476,49.221181,-123.073048,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
986,449526,59153807001,127.0,46.0,41.0,0.0201,F,59153807,4018021.32293562,1999777.58398916,49.21925,-123.081546,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.03,2441,13.03,590973,973,Vancouver,1,4,1
988,449528,59150465002,106.0,39.0,33.0,0.015,F,59150465,4018288.66074256,1999871.50346864,49.22113,-123.07891399999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
990,449533,59153086002,342.0,105.0,96.0,0.0319,F,59153086,4017761.5312425005,1999890.36936501,49.219044,-123.085424,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.03,2441,13.03,590973,973,Vancouver,1,4,1
991,449534,59150469002,139.0,42.0,41.0,0.0176,F,59150469,4018734.93930007,1999985.10782148,49.223924,-123.074242,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
993,449538,59150444005,148.0,50.0,46.0,0.021,F,59150444,4020701.97285733,1999764.637727,49.230512,-123.048972,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150106,106,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330017.01,4266,17.01,590973,973,Vancouver,1,4,1
994,449539,59153809001,104.0,38.0,36.0,0.0154,F,59153809,4018381.71483093,1999624.46233796,49.219563,-123.076187,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
997,449544,59150444003,190.0,62.0,56.0,0.0224,F,59150444,4020701.97285733,1999764.637727,49.230512,-123.048972,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150106,106,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330017.01,4266,17.01,590973,973,Vancouver,1,4,1
1000,449548,59150465005,68.0,26.0,22.0,0.0096,F,59150465,4018288.66074256,1999871.50346864,49.22113,-123.07891399999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
1001,449549,59153282002,199.0,75.0,68.0,0.022,F,59153282,4019172.15815279,1999751.49176159,49.223923,-123.067431,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150121,121,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.01,620,14.01,590973,973,Vancouver,1,4,1
1008,449564,59150466003,115.0,41.0,37.0,0.0158,F,59150466,4018443.67529088,1999905.65323017,49.222058,-123.077257,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
1014,449571,59151480003,129.0,51.0,46.0,0.0203,F,59151480,4020949.69250935,1999781.45286948,49.231695,-123.046077,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150106,106,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330017.01,4266,17.01,590973,973,Vancouver,1,4,1
1018,449577,59154027001,0.0,0.0,0.0,0.017,F,59154027,4018971.86299016,2006732.68066281,49.278486,-123.115108,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150048,48,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.14,1295,59.14,590973,973,Vancouver,1,4,1
1021,449581,59153295002,0.0,0.0,0.0,0.0555,F,59153295,4019970.52308163,1999627.5912,49.226324,-123.056952,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150123,123,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330015.02,2954,15.02,590973,973,Vancouver,1,4,1
1023,449584,59153584007,397.0,343.0,301.0,0.0206,F,59153584,4019582.85730043,2006916.81626352,49.282542,-123.108891,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
1024,449585,59150444002,142.0,48.0,43.0,0.0186,F,59150444,4020701.97285733,1999764.637727,49.230512,-123.048972,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150106,106,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330017.01,4266,17.01,590973,973,Vancouver,1,4,1
1027,449593,59150780004,782.0,520.0,479.0,0.0158,F,59150780,4018465.31096106,2006885.7552389,49.27755,-123.122247,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150312,312,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.1,2472,59.1,590973,973,Vancouver,1,4,1
1029,449595,59150416001,129.0,51.0,48.0,0.0184,F,59150416,4019193.67912441,2001675.24047684,49.239285,-123.079626,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150098,98,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330018.02,2956,18.02,590973,973,Vancouver,1,4,1
1030,449596,59154001001,0.0,0.0,0.0,0.0153,F,59154001,4019408.97795795,2006595.32202955,49.279252,-123.10891399999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150048,48,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.13,1294,59.13,590973,973,Vancouver,1,4,1
1031,449597,59153308002,252.0,93.0,84.0,0.0281,F,59153308,4020960.66216981,2001739.66890282,49.247289,-123.058618,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150088,88,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.02,4271,34.02,590973,973,Vancouver,1,4,1
1036,449603,59153578002,296.0,211.0,191.0,0.0829,F,59153578,4019771.78689629,2007019.50608467,49.284159,-123.10726499999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
1042,449611,59153584006,0.0,0.0,0.0,0.0064,F,59153584,4019582.85730043,2006916.81626352,49.282542,-123.108891,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
1051,449625,59154026002,0.0,0.0,0.0,0.0179,F,59154026,4019337.586215,2006970.461675,49.281926,-123.112215,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150048,48,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.13,1294,59.13,590973,973,Vancouver,1,4,1
1060,449654,59153470002,78.0,64.0,55.0,0.0091,F,59153470,4018478.78853028,2006599.6763996,49.275337,-123.120226,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150050,50,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.08,2470,59.08,590973,973,Vancouver,1,4,1
1061,449655,59153584008,1143.0,743.0,690.0,0.0196,F,59153584,4019582.85730043,2006916.81626352,49.282542,-123.108891,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
1063,449661,59154026001,68.0,0.0,0.0,0.0161,F,59154026,4019337.586215,2006970.461675,49.281926,-123.112215,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150048,48,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.13,1294,59.13,590973,973,Vancouver,1,4,1
1068,449680,59153578004,51.0,46.0,41.0,0.0089,F,59153578,4019771.78689629,2007019.50608467,49.284159,-123.10726499999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
1072,449700,59150762003,20.0,0.0,0.0,0.0115,F,59150762,4020471.65331949,2006651.58967594,49.284209,-123.096386,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150041,41,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330058.0,2285,58.0,590973,973,Vancouver,1,4,1
1073,449705,59153470001,61.0,54.0,42.0,0.0089,F,59153470,4018478.78853028,2006599.6763996,49.275337,-123.120226,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150050,50,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.08,2470,59.08,590973,973,Vancouver,1,4,1
1078,449722,59153295001,274.0,100.0,90.0,0.032,F,59153295,4019970.52308163,1999627.5912,49.226324,-123.056952,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150123,123,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330015.02,2954,15.02,590973,973,Vancouver,1,4,1
1079,449723,59153288003,167.0,72.0,63.0,0.0245,F,59153288,4019400.45639127,1999965.02999166,49.226586,-123.066046,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150111,111,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.02,633,14.02,590973,973,Vancouver,1,4,1
1082,449732,59153470005,24.0,15.0,13.0,0.0099,F,59153470,4018478.78853028,2006599.6763996,49.275337,-123.120226,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150050,50,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.08,2470,59.08,590973,973,Vancouver,1,4,1
1084,449736,59153288004,87.0,33.0,30.0,0.0134,F,59153288,4019400.45639127,1999965.02999166,49.226586,-123.066046,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150111,111,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.02,633,14.02,590973,973,Vancouver,1,4,1
1085,449737,59150393003,164.0,63.0,56.0,0.0215,F,59150393,4018984.19017448,2000258.47132713,49.227151,-123.072991,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150103,103,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.01,2951,13.01,590973,973,Vancouver,1,4,1
